name,@lat,@lon,addr:street,contact:phone,contact:website,	opening_hours
Delmonico's Italian Steakhouse,43.1053548,-77.6172225,,,,
TGI Friday's,43.1050094,-77.6167795,,,,
Carmine's Pizzeria,40.7149680,-73.9443016,Graham Avenue,,,
El Loco Burrito,40.7148102,-73.9445968,Graham Avenue,,,Mo-Sa 1100-2100; Su 1200-2100
Tony's Pizza,40.7150542,-73.9446372,,,,Mo-Th 1000-2300; Fr-Sa 1000-2400; Su 1000-2300
East Met West,40.7144470,-73.9439212,Metropolitan Avenue,,,Mo-Th 1100-2300; Fr
Il Passatore,40.7143441,-73.9420637,Bushwick Avenue,,,1700-2200
Sarah James,40.6932477,-73.9425684,Pulaski Street,,,
Club House,41.1402785,-73.9908116,,,,
Hard Rock Cafe,40.7569097,-73.9865975,Broadway,,,
Plaza Pizzeria on Main,43.0126956,-78.8797429,Main Street,,,
Salty's Pub,42.8381413,-73.7384977,,,,
Foundry Cafe,41.4172932,-73.9588387,,,,
Carbone,40.7554192,-73.9930152,West 38th Street,,,
Freemans,40.7219891,-73.9924423,Freeman Alley,,,Mo-Th 1100-2300; Fr 1100-0200; Sa 1000-0200; Su 1000-2300
Aurora,40.7156820,-73.9646840,Grand Street,,,
Tick Tock Diner,40.7524435,-73.9935503,8th Avenue,,,We-Su 0000-0000; Mo
Giovanni,40.7791310,-73.9605360,East 83rd Street,,,
Brandywine Diner,42.7996841,-73.9296053,,,,
Bamboo Chinese Restaurant,42.7228452,-73.9361861,,,,
Angelo's 677 Prime,42.6533342,-73.7486679,Broadway,,,
Albany Pump Station,42.6540692,-73.7477348,Quackenbush Square,,,
Jack's Oyster House,42.6488078,-73.7512345,State Street,,,
Taste,42.6486995,-73.7528150,South Pearl Street,,,
La Serre,42.6486310,-73.7516644,Green Street,,,
Yono's,42.6532897,-73.7516606,Chapel Street,,,
Golden Phoenix,43.0647069,-77.4136916,,,,
The Good Fork,40.6759784,-74.0142976,Van Brunt Street,,,Tu-Fr 1600-2400; Sa-Su 1200-2400
,42.9750582,-73.8463183,,,,
Attanasio's Restaurant & Banquet House,42.8247961,-73.9615266,,,,
Scotia Diner,42.8246834,-73.9613355,,,,
Shake Shack,42.4280363,-73.8055085,,,,
Chick-fil-A,42.4279406,-73.8055583,,,,Mo-Sa 0700-2200
Glen Sanders Mansion,42.8222896,-73.9593924,Glen Avenue,,,
De Marco's Restaurant,42.7412050,-73.8591448,,,,
Farmer Boy Diner,42.7424935,-73.8606593,Central Avenue,,,
Pronto Pizzeria and Restaurant,41.1929515,-73.8795178,,,,
Blue,40.6453855,-74.1077517,Richmond Terrace,,,Su 1200-2100
Crossgates Restaurant and Banquet House,42.7016954,-73.8502478,Washington Avenue Extension,,,
Italian American Community Center,42.7063338,-73.8589999,,,,
Elias Pizzeria,42.5889386,-73.6994962,,,,
East Greenbush Diner,42.5837957,-73.6931966,,,,
Fireside Pizza Den,42.4527282,-73.6943127,,,,
The Pond Restaurant,42.0577337,-73.5662121,,,,
Big Grill Restaurant,41.9534952,-73.5134736,,,,
Washington House,42.1793884,-73.5259086,,,,
Hillsdale House,42.1789805,-73.5254406,,,,
Dutch Treat Restaurant,42.1764787,-73.5769997,,,,
Vanderbilt House,42.2504136,-73.6442881,,,,
White Stone Cafe,42.3306009,-73.6132761,,,,
Jackson's Old Chatham House,42.4411291,-73.5624095,,,,
West Wok,42.6010160,-73.7954338,,,,
Casa Mia,42.6034365,-73.7917129,,,,
Ravena Diner,42.4721188,-73.8172038,,,,
Sushi King,42.7317237,-73.6913370,,,,
Marmora Cafe,42.7308120,-73.6938430,River Street,,,
Jose Malone's,42.7355375,-73.6876359,,,,
La Perla Restaurante,42.6343212,-73.5529890,State Highway 43,,,
Piato Greek Kitchen,41.2017286,-73.8863269,South Riverside Avenue,+1 914 862-0806,httpswww.piatogreekkitchen.com,Su-Th 1130-2100; Fr-Sa 1130-2130
Dorado's Restaurant & Bar,42.6969114,-73.8891675,,,,
JayCee's Pizza Depot,42.6547993,-73.9293108,,,,
Paisano's Pizza Villa,42.7005547,-74.0335386,Main Street,,,
Bamboo Garden,42.7006567,-74.0333751,Main Street,,,
Highlands Restaurant & Lounge,42.6785092,-74.0775006,,,,
Standard Restaurant & Bar,42.6888893,-73.8501573,Crossgates Mall Road,,,
Unos,42.6896502,-73.8495722,Crossgates Mall Road,,,
Ruby Tuesday,42.6890931,-73.8504250,Crossgates Mall Road,,,
The Melting Pot,42.6892477,-73.8508756,Crossgates Mall Road,,,
Johnny Rockets,42.6903291,-73.8527428,Crossgates Mall Road,,,
Township Tavern,42.7004096,-74.1024208,,,,
Okinawa,42.6979253,-73.6471263,,,,
Vinegar Hill House,40.7026239,-73.9813033,Hudson Avenue,,,
Dan's Diner & Quick Lunch,42.3330175,-73.5553256,,,,
Celadon Thai Bistro,42.8247898,-73.9112285,Rosa Road,,,closed
Ginza Japanese & Korean Restaurant,42.7587958,-73.7671656,,,,
Shogun Sushi Sake Bar,42.6234422,-73.8285433,,,,
Hideaway Hotel,42.3294750,-74.4198610,,,,
Prattsville Diner,42.3139508,-74.4312121,,,,
New Panda Chinese Restaurant,42.7572459,-73.7584672,,,,
Hunan Wok Chinese Restaurant,42.8049755,-73.9046599,Union Street,,,
Pizza Buono,42.8032964,-73.8998812,,,,
Ling Ling Chinese Buffet,42.8564889,-77.0042349,,,,
Xin Fu Chinese Food,42.7707248,-73.8224327,Troy Schenectady Road,,,
Marlow & Sons,40.7106872,-73.9656773,Broadway,,,Mo-Th
Diner,40.7106766,-73.9655977,Broadway,,,Mo-Th 1800-2400; Fr 1100-2400; Sa
Chuck E. Cheese's,42.7541951,-73.7666105,,,,
Tequila Mexican Bar and Grill,42.8166655,-73.8914941,Nott Street East,,,
Kabuki Sushi and Teriaki Japanese and Korean Cafe,42.7618925,-73.7959079,,,,
Shalimar Indian & Pakistan Cuisine,42.7619188,-73.7960488,,,,
The Pasta Factory,42.7626116,-73.7986296,,,,
Mercato's III restaurant,42.7625625,-73.7983353,,,,
,41.2785855,-74.2146943,,,,
Epicurian Bistro & Wine Bar,42.7572107,-73.7615632,,,,
Golden Wok,42.7571664,-73.7612794,,,,
Don Tequila,42.8995238,-78.8727524,,,,
Panaro's,42.8996908,-78.8736295,,,,
Cafe 59,42.8992949,-78.8725002,Allen Street,,,Mo-Th 0800-2300; Fr 0800-2400; Sa 1000-2400; Su 1200-2200
Tempo,42.8999580,-78.8735007,,,,
Green Cactus Cafe,40.9200826,-73.1297609,North Country Road,,,
Station Pizza,40.9201029,-73.1298896,,,,
Soup's On,40.9200258,-73.1296321,,,,
Milano,42.7279222,-73.7610178,,,,
Yang's Asian Bistro,42.7265969,-73.7608997,,,,
Crisp,42.7275104,-73.7610075,,,,
,43.0264671,-76.4767485,,,,
Otis & Olivers Restaurant,42.7640872,-73.8002768,,,,
LDR Char Pit,43.2576947,-77.6095457,,,,
Lee Lin Chinese Restaurant,42.7058941,-73.6594406,Pawling Avenue,,,
Applebee's,40.7409223,-73.5913212,,,,Mo-Th 1100-0030
Graziella's,40.6904710,-73.9694971,,,,Mo-We 1500-2300; Th-Su 1100-2300
Chopsticks,43.1052621,-77.6175692,,,,
Dannee Thai,40.6904901,-73.9600393,DeKalb Avenue,,,Mo-Su 1200-1600
The Wine Thief,42.9087752,-78.8768975,,,,
Scarlet,42.8976332,-78.8738934,,,,
Friendly's,42.4831833,-76.4845261,,,,
Applebee's,42.4818777,-76.4852556,,+1-607-2576200,httpsrestaurants.applebees.comnyithaca-96015.html,Mo-Th
Artopolis,40.8052158,-73.9624469,Amsterdam Avenue,,,Mo-Fr 0900-2215; Sa-Su 1030-2215
,40.5841300,-73.6663505,,,,
Nighthawks,42.7308904,-73.6879303,Broadway,,,Mo-Fr 1200-2300; Sa
The Eatery Carol's Place,42.7050880,-73.6601315,Pawling Avenue,,,
New Greece China Restaurant,43.1883212,-77.6994153,,,,
Bella Pasta,43.1881366,-77.7005569,Ridgeway Avenue,,,
Di Bella's Old Fashioned Subs,43.1883994,-77.6990720,,,,
,42.5330413,-75.5242680,,,,
Fuji East Restaurant,40.7590731,-73.9522681,,,,Mo-Su 1100-2300
Piccolo Trattoria,40.7592113,-73.9525792,Main Street,,,
Karavalli,42.7623070,-73.7484353,Johnson Road,,,
Ristorante Settepani,40.8043628,-73.9476425,,,,
Cuyler Diner,42.7376993,-75.9480763,,,,
Juliette Restaurant,40.7169640,-73.9591140,,,,
miDmuS,40.7170290,-73.9592100,North 5th Street,,,
Ako,40.7169209,-73.9585388,Bedford Avenue,,,Su-Th 1200-2200; Fr-Sa 1200-2300
Station,40.7175325,-73.9574611,North 7th Street,,,
Cafe Amore's Restaurant,40.7159670,-74.0099636,,,,
Rockmeisha Izakaya,40.7326428,-74.0024640,,,,
Annisa,40.7326055,-74.0025709,,,,
,42.7888274,-77.5044956,,,,
Sinbad's,43.1475903,-77.5766280,Park Avenue,,,
Jines,43.1483382,-77.5781189,Park Avenue,,,
Chipshots Sports Bar & Restaurant,42.7643254,-73.8692380,Consaul Road,,,
Wasabi,42.9176010,-78.8772064,Elmwood Avenue,,,
Aguacates Mexican Bar & Grill,42.9178299,-78.8768603,Elmwood Avenue,,,
John's of Bleecker St,40.7316098,-74.0033416,Bleecker Street,,,
Joe's Pizza,40.7305467,-74.0020629,Carmine Street,,,Mo-Th
Gregerios,43.1786638,-77.5759116,,,,
Salsa Fresca Mexican Grill,41.9529827,-73.5125217,,,,
,41.0241475,-73.9431993,,,,
,41.0169012,-73.9429578,,,,
Mill Rock,43.0406131,-73.9249033,,,,
Abeel's,43.0432556,-73.9112240,,,,
Blue Moon,40.6570875,-73.6453589,North Park Avenue,,,
Cafe Maya,41.6064126,-73.9207766,,,,
Applebee's,42.8822098,-78.6961209,,,,
Mehak's,42.4419010,-76.4876169,Eddy Street,,,
Sangam,42.4421722,-76.4876242,Eddy Street,,,
Collegetown Bagels,42.4422537,-76.4854725,College Avenue,,,
Campustown Pizzeria,42.4415095,-76.4862265,Dryden Road,,,
Londonderry,42.6847735,-73.8407320,,,,
Provence,42.6845872,-73.8398267,,,,
Bountiful Bread,42.6844789,-73.8396556,,,,
Momo Sushi,40.7051487,-73.9333751,Bogart Street,,,
LongHorn Steakhouse,43.0248253,-77.4377019,,,,
Outback Steakhouse,43.2078519,-77.6798752,,,,
Legends Pizza,42.7173890,-73.8130748,Wolf Road,,,Mo
Hummus Place,40.7322601,-74.0033462,South 7th Avenue,,,
Lombardi's Pizza,40.7215577,-73.9956097,Spring Street,,,Mo-Th 1200-2200; Fr-Sa 1200-2400; Su 1200-2200
Horizons,43.0455811,-77.4600219,,,,
Jackson Hall,40.7345729,-73.1767402,East Main Street,,,
Vinnie's Mulberry Street,40.7305200,-73.1929242,West Main Street,,,
Bill Gray's,43.0855762,-77.6022747,,,,
King and I,43.0913628,-77.6114899,,,,
Cheap Charlie's,42.9036860,-77.4195860,,,,
New World Bistro Bar,42.6428833,-73.7769766,,,,
Sabor Latino Taqueria,42.6598521,-73.7678343,,,,
Nicole's,42.6382567,-73.7890565,,,,
Navona,42.6532762,-73.7884833,,,,
The Fountain Restaurant,42.6532601,-73.7881867,,,,
Sake Cafe,42.6532316,-73.7876657,,,,
My Linh,42.6433371,-73.7758165,,,,
Jay's Pizza,43.1026121,-73.5135500,,,,
Just Meats Deli,43.0904543,-73.4990981,,,,
Elsasser's @ 111,43.0903341,-73.4992157,,,,
The Olive Tree,42.9010948,-78.6800050,,,,
Tournados,43.1557874,-77.5999186,,,,
Chen Garden,43.1295109,-77.5675474,,,,
Hungry's,43.0908146,-77.5146051,State Street,,,
Spinners,42.6523008,-73.8122145,,,,
Desiderio's,42.8946814,-78.6425510,,,,
La Luna,41.6593098,-73.9312835,,,,
Hidden Cafe,42.6275353,-73.8123697,Delaware Avenue,,,
Applebee's,43.3333019,-73.6503371,Quaker Road,,,
,41.4983221,-74.1007286,,,,
Caroline's at the Glen Iris Inn,42.5843716,-78.0426401,Letchworth State Park,,,
Royal India,42.6700680,-73.7782307,Central Avenue,,,
Jack Kelly's Tavern by the Green,42.5895787,-73.5494003,Totem Lodge Road,,,
Tastee Freez,42.6309591,-73.8049884,,,,
Yard of Ale,42.8280780,-77.8513080,,,,
Brick Lane,40.7266326,-73.9893341,2nd avenue,,,Mo-Th 1200-2400
Tom's Restaurant,40.8054303,-73.9654035,Broadway,,,Tu-Th 0700-0100; Mo
Kakachi,43.1298742,-77.4754022,Penfield Road,,,
Grappa'72 Ristorante,42.6788061,-73.7908100,Central Avenue,,,Mo-Th 1130-1500
Uncommon Grounds Coffee & Bagels,42.6772711,-73.8236080,,,,
Osaka,40.6848533,-73.9948629,,,,Mo
Salvatore's Italian Gardens,42.9370245,-78.6959697,,,,
The Gallery Grill,43.0025358,-78.8412149,,,,
Gracie's,43.0837030,-77.6691230,,,,
Crossroads,43.0825641,-77.6799543,,,,Mo-Th 0730-2200
The Commons,43.0864374,-77.6693544,,,,Mo-Fr 1100-2300; Sa-Su 1200-2300
Brick City Café,43.0838476,-77.6747672,,,,Mo-Fr 0700-1000
Leland,40.6797286,-73.9651982,Dean Street,,,
Sinatra's Restaurant,42.9583719,-78.8522521,,,,
Sara's Deli,43.0355565,-78.7497108,,,,
Amherst Pizza & Ale House,43.0352449,-78.7497052,,,,
Sun Garden,43.0357957,-78.7497055,,,,
Joe's Tavern,42.7809281,-73.7102165,Division Street,,,Tu-Th 1600-2200; Fr
Sonny's Pizza & Pasta,42.9343185,-73.8131163,,,,
Urban Rustic,40.7192350,-73.9528162,North 12th Street,,,
Les Pates Et Les Nouilles,42.9303167,-75.8548718,Albany Street,,,
First Crush,44.6700236,-74.9867252,,,,
Moosewood Restaurant,42.4406028,-76.4986321,North Cayuga Street,,,We-Su 1130-1430
Asia Cuisine,42.4403705,-76.4958318,North Aurora Street,,,
New Bejing Restaurant,42.7850048,-73.6732076,,,,
The River Café,40.7036769,-73.9948035,Water Street,,,Mo-Fr 1730-2300; Sa-Su 1130-2300
Hill Street Cafe,42.6467075,-73.7580240,,,,
Cafe Capriccio,42.6468949,-73.7562242,,,,
Angelo's Submarine,42.6461867,-73.7559131,,,,
Blue 82,42.6524022,-73.7511667,,,,
The Hollow,42.6523075,-73.7507607,North Pearl Street,,,
Pizzeria 54,42.6513448,-73.7514044,,,,
Schag A Val,42.9033028,-73.5865364,Main Street,,,
Bill's Townhouse,40.7601427,-73.9730667,E 54th St,,,Mo-Fr 1100-2300; Sa 1700-2200
,43.3055895,-77.7021460,,,,
Max's,43.1575262,-77.5876677,,,,
Leone's Pizzeria,40.7106227,-73.8651011,Cooper Avenue,,,Mo-Th 1100-2100; Fr-Sa 1100-2200; Su 1200-2100
Darrow's Resturaunt,42.9003878,-78.4965525,,,,
The Eatery,42.6693376,-73.6894601,,,,
Hogan's Hideaway,43.1505558,-77.5906419,Park Avenue,,,
Dorado,43.1480731,-77.5772413,Park Avenue,,,Mo 1130-2100; Tu-Th 1130-2200; Fr-Sa 1130-0000; Su 1130-2100
Furoshiki,43.1481400,-77.5774683,Park Avenue,,,Mo-Su 1100-2200
Vern's,43.1480343,-77.5770794,,,,
Nathan's Soups,43.1478406,-77.5771854,,,,
Roux,43.1481106,-77.5773758,Park Avenue,,,
Mezcal's,40.6758313,-73.9807001,5th Avenue,,,Mo-Th 1200-2200; Fr-Sa 1200-2400; Su 1200-2200
Shaking Crab,40.6757312,-73.9810959,5th Avenue,,,Mo-Th 1700-2300; Fr 1700-2400; Sa 1200-2400; Su 1200-2200
Blue Stone,42.1207701,-73.9903600,,,,
The Village Diner,44.6703493,-74.9900889,,,,
Gregario's,42.9457034,-78.4846598,,,,
Chen's,44.6972018,-73.4778557,Cornelia Street,,,Mo-Th 1030-2100; Fr-Sa 1030-2200; Su 1130-2100
Four Seasons,40.7580948,-73.9720223,East 52nd Street,,,
Grand Central Place,40.7514625,-73.9784858,,,,
Marchi's,40.7431603,-73.9775799,,,,Mo-Sa 1700-2200
Mama Napoli,43.1687913,-77.7043852,Spencerport Road,+1-585-978-4275,httpmamanapolifoods.com,
Pando Park,40.7449757,-73.9831065,,,,Mo-Th 1100-2400
Seamore's Seafood,40.7424388,-74.0008400,8th Avenue,,,Mo-Th
O'Malley's Cabin On The Lake,42.6396361,-76.6929488,,,,
Sheldrake Point Winery,42.6633070,-76.7013845,,,,
Village Coal Tower Restaurant,43.0921759,-77.5127801,Schoen Place,,,
Phở Yum,42.7150992,-73.8306753,,,,
Brucie's Bel Aire Pizzeria,40.5863491,-73.6867595,New York Avenue,,,
Mateo's,40.5861637,-73.6867300,,,,
Polish Villa II,42.8726516,-78.7859771,,,,
Kismet Mediterranean Grill,42.6662098,-73.7921254,,,,
Junior's Bar & Grill,42.6659505,-73.7916866,,,,
Catherine's in the Park,43.0542819,-73.7975065,,,,
Concessions,43.0542729,-73.8050916,,,,
Bill Gray's Restaurants,43.1432751,-77.7333107,Buffalo Road,,,
Applebee's,43.0710791,-77.4435533,,,,
Perinton Hots,43.0680855,-77.4386804,Courtney Drive,,,
Tandoor of India Fairport NY,43.0705736,-77.4395562,Pittsford-Palmyra Road,,,
Blue Star Cafe,42.7842661,-73.9299007,,,,
Martino's,43.1788549,-77.7011648,,,,
Pontillos,43.0654348,-77.4115650,,,,
Sak's,43.0654282,-77.4113225,,,,
Smith & Wollensky,40.7552548,-73.9709515,3rd Avenue,,,
El Rio Grande,40.7479755,-73.9769739,East 38th Street,,,Mo
Tom's Restaurant,40.6744702,-73.9633157,Washington Avenue,,,Mo-Fr 0800-1500; Sa-Su 0800-1700
Salvatore's Old Fashoined Pizzeria,43.1000516,-77.4417652,S Main Stree,,,
,43.1059969,-77.4424017,,,,
Pizza Chef,43.1059084,-77.4409310,,,,
Durf's Family Restaurant,43.1063745,-77.4409957,,,,
Mac's Philly Steaks,43.1038669,-77.4422972,North Main Street,,,Su-Sa 1100-2200
Papa C's Eastside Cafe,43.0954491,-77.4238474,,,,
Elite Palace,40.7363704,-73.8954454,Garfield Avenue,,,
Cracker Barrel,43.9875232,-75.9431754,,,,
Clinton St. Baking Company,40.7211788,-73.9838832,Clinton Street,,,Mo-Fr 800-1600
Life of Pie,44.1842093,-73.4355837,,,,
Capital City Diner,42.6885331,-73.8596911,,,,
The Local 217,42.6517334,-73.7677813,,,,
Bar Lula,40.7274292,-73.9852026,1st Avenue,,,Tu-We 1600-0100; Th-Sa 1600-0200; Su 1600-0100
Stromboli Pizza,40.7277727,-73.9854010,Saint Marks Place,,,Mo-Sa 1100-0500
The Breslin,40.7456818,-73.9881244,West 29th Street,,,Mo-Su 0700-0200
Blue Ribbon,40.7675881,-73.9831167,,,,
Sushi Damo,40.7677295,-73.9834926,West 58th Street,,,Mo-We 1200-2300; Th-Sa 1200-0000; Su 1200-2230
Lili's 57,40.7653848,-73.9803590,West 57th Street,,,
Carnegie Diner & Cafe,40.7657283,-73.9801012,West 57th Street,,,Mo-Sa 0730-2300; Su 0730-2200
Brooklyn Diner,40.7656073,-73.9808744,West 57th Street,,,Mo 0730-2300; Tu-Fr 0730-2400; Sa 0700-2400; Su 0700-2300
Hooters,40.7654347,-73.9813709,,,,
Petrossian,40.7660154,-73.9794173,West 58th Street,,,
Farinella,40.7671365,-73.9814703,Broadway,,,1000-2200
Chuckie's Texas Hots,42.8446593,-78.8235687,South Park Avenue,,,
Caffe Italia Ristorante,42.6744539,-73.7838601,Central Avenue,,,
Herbie's Burgers,42.6563391,-73.7635757,,,,
El Mariachi Mexican Restaurant,42.6551799,-73.7609089,,,,
Pizzalo,42.6400325,-73.7841579,,,,
Friendly's,42.6255287,-73.8228322,,,,
South Troy Diner,42.7083944,-73.6975869,,,,
Hoy Wong Restaurant,40.7166141,-73.9980030,Mott street,,,
The Copper Crow,42.6612266,-73.7450506,,,,
Auction Barn Restaurant,43.1626629,-73.5041349,,,,
Chrissys Cravings,42.8973318,-73.5860603,,,,
Bistro Brie & Bordeaux,42.3073418,-74.2524704,Route 23,,,
Gold Key,42.6570273,-73.8027155,New Scotland Avenue,,,
Anton,42.6569780,-73.8025881,New Scotland Avenue,,,
Ruby's,42.6617645,-73.7835689,,,,
Madison's Pizza,42.6605985,-73.7822633,,,,
Dan's Place Two,42.6629856,-73.7744055,,,,
The Ginger Man,42.6619617,-73.7780650,Western Avenue,,,
Mr. Pio Pio,42.6630070,-73.7758583,Quail Street,,,
New No. 1 Chinese Restaurant,42.6396814,-73.7851246,,,,
Sweet Basil,42.6414217,-73.7803824,,,,
Skinny Pancake,42.6518329,-73.7515469,Steuben Street,,,
Shalimar,42.6494774,-73.7509029,,,,
Lunch,42.6502113,-73.7509943,,,,
Lidia's Pizza,42.6520341,-73.7504472,,,,
Capitol House,42.6507439,-73.7517668,,,,
Miranda's Deli,42.6521051,-73.7507422,,,,
Sam's,42.6366489,-73.7813462,,,,
Burrito Joe's,42.6524405,-73.7514610,,,,
Jonathan's Pizza,42.6506650,-73.7518258,,,,
Amo La Bella New York Restaurant,42.6492328,-73.7552161,,,,
Davidson Brothers Brewing Company,43.3096815,-73.6447684,Glen Street,,,Su-Sa 1100-2300
Downtown Social,43.3097986,-73.6449508,Glen Street,,,
Van's Vietnamese,42.6647219,-73.7721471,,,,
Giuseppe's Pizzeria,42.7133076,-76.4218163,Main Street,,,Mo-Th 1100-2100; Fr
Betty Blue,42.7154484,-76.4298951,,,,
Village Eatery,42.7135296,-76.4218162,,,,
