name,@lat,@lon,addr:street,contact:phone,contact:website,opening_hours
A Proa,37.1676182,-7.5221881,Estrada da Manta Rota,,,"Tu-Su,PH 10:00-02:00"
Manta-Rota,37.1681764,-7.5226107,,,,"Tu-Su,PH 10:00-15:00,18:00-22:00"
Trattoria Oliveira,37.1046451,-8.4771264,,,,Mo-Su 18:30-23:00
,37.1068605,-8.4725595,,,,
,38.6507506,-9.1422600,,,,
Nordeste,41.8121172,-6.7262661,,,,
Aqui há Peixe,38.7119688,-9.1416365,,,,
O Caçador de Oliveira,38.7131427,-9.1422883,Rua da Oliveira ao Carmo,,,"Mo-Sa 12:00-15:30, 19:00-22:30"
Adega da Condessa,38.7129747,-9.1416319,Rua da Condessa,,,
Lisboà Noite,38.7121651,-9.1434568,,,,
Restaurante 560,38.7122671,-9.1433503,,,,
Restaurante Osignal,38.7123643,-9.1433546,,,,
Mojito company - Tosca Cubana,38.7130399,-9.1435865,,,,
Restaurante Indiano,38.7137566,-9.1444802,,,,
Solar do Farelo,37.1879364,-8.6057050,,,,
Fonte da Pedra,37.1984178,-8.5912002,,,,
Cepa,41.1514604,-8.6765313,,,,
O Miroma 1,37.7735145,-25.3101710,Rua Doutor Frederico Moniz Pereira,+351 296 584 422; +351 962 670 205; +351 961 580 389,,We off
Petunia,37.0754104,-8.1183514,,,,
Restaurante Via Lidador,41.2534595,-8.6687038,Via Lidador Igreja,,,
Os Teixeiras,41.2522557,-8.6461445,,,,
Alfa 2,38.4774833,-9.1611590,,,,
Marisqueira Maré Cheia,40.6407427,-8.6556364,,,,
O Barril,38.9602742,-9.0256023,,,,
A Nortenha,38.9603076,-9.0258255,,,,
Canto da Doca,38.5278623,-28.6264215,,,,"Mo-Su 12:00-14:30,18:30-23:00"
Temperos da Gracinda,41.5485911,-8.4035458,,,,
Sabor da Fruta,41.5578519,-8.3983431,Rua Nova de Santa Cruz,,,"Mo-Fr 12:00-15:00,19:00-23:00; Sa-Su,PH 19:00-23:00"
Restaurante Tony's,37.7735247,-25.3113433,Rua Dr. Frederico Moniz Pereira,+351 296 584 290,,"12:00-16:00,18:00-21:30"
Snack Bar O Canal,38.5220462,-28.7110970,,,,
Novo Horizonte,41.5043581,-8.6673501,,,,
Intimista,38.7352030,-9.1552935,,,,
Vitasol Park,37.1173817,-8.6708519,,,,
Costa Verde,32.7075082,-17.1398232,,,,
O Galo,32.6416986,-16.8329998,,,,
Pizzaria Galosol,32.6420950,-16.8323583,,,,"Th-Mo 12:30-15:00,18:00-22:00"
A Traineira,32.6442086,-16.8292950,,,,
Cica Jardim Botânico,32.6624368,-16.8962213,,,,
Don Luis,32.6704884,-17.0654771,,,,
Bordo d'Agua,32.6708280,-17.0662380,,,,
TarMar,32.7368136,-17.2096269,"Rua do Portinho, nº 13",+351 291 823 050,http://www.calhetahouses.com/tarmar,
Joe's Bar,32.7385191,-17.2111515,Caminho da Piedade,,,10:00-24:00
Restaurante As Velhas,38.7174766,-9.1444252,Rua da Conceição da Glória,,,
,32.6444646,-16.8298005,,,,
O Laranjinha,32.6465604,-16.8276776,Estrada Avelino Pinto,,,
Casa da Galé,38.8125663,-9.4779542,Avenida Alfredo Coelho,,,We-Su 10:00-22:00; Mo 10:00-16:00
Ashiana,38.6902657,-9.3358751,Rua Alter Santos Fidalgo,,,
O Zangão,41.1895827,-8.3831641,,,,
,38.6922490,-9.2988126,,,,
Xico,38.6921407,-9.2991155,Avenida Engenheiro Bonneville Franco,,,Mo-Su 07:00-22:30
,38.7072710,-9.1569126,,,,
Vista Mar,37.0757644,-8.2961992,,,,"12:00-14:00,18:00-21:00; Mo-Tu off"
Don Coelhone - Tapas Beer & Wine,41.1909482,-8.6936929,Rua Pinto de Araújo,,,Tu-Su 19:00-22:30
O Anfitrião,41.1753973,-8.3841590,,,,
O Baltarense,41.1919668,-8.3895804,,,,
Restaurante Ardósia,41.1930921,-8.3868070,,,,
O Cortiço,41.1902136,-8.3956536,,,,
Churrasqueira Baltar,41.1906900,-8.3968338,,,,
Casa dos Frangos,41.1921836,-8.3901712,,,,
A Parisiana,38.5329203,-28.5335515,,,,
Clube Naval de São Roque do Pico,38.5299584,-28.3217230,,,,
Clube Naval de Velas,38.6789580,-28.2045101,,,,Sa off
Restaurant Açor,38.6801894,-28.2056478,,,,
Restaurante São Jorge,38.6806675,-28.2060359,Rua Francisco Lacerda,,,"Mo-Fr 08:00-22:00, Sa 08:00-15:00,18:00-22:00; Su off"
Manjerico,32.7511894,-17.2058898,,,,
Sol e Mar,32.7573958,-17.2300702,Avenida dos Pescadores Paulenses,,,Mo-Su 07:30-23:00
Casa de Abrigo do Poiso,32.7123750,-16.8881198,,,,Mo-Su 08:00-23:00
Churrasquaria Pro Pico,32.7497578,-16.8721795,,,,
100 Montaditos,38.7046608,-9.3021043,,,,
Restaurante Preia-mar,32.7017470,-17.1334027,,,,
Churrasqueira da Cidreira,40.2404557,-8.4837813,,,,
Restaurante e Churrascaria Campinhos,41.3419205,-8.4791186,,,,
,39.7617208,-8.8217064,,,,
Alquimista,41.7149825,-8.8552065,Avenida da Igreja,,,12 as 22h
Mar Vermelho,37.9560701,-8.8717636,,,,
Dom Diniz,37.0803828,-8.2903748,,,,"12:00-14:30,18:30-23:00"
Quinta da Galé,37.0797689,-8.3040028,,,,
Pôr do Sol,37.0792723,-8.2988593,,,,"10:30-15:00,18:00-24:00; Mo off"
A Sardinha,37.0762290,-8.2773829,,,,
O Marinheiro,37.0796697,-8.2917578,,,,Mo-Sa 18:30-24:00; Su off
Seasons,37.0808989,-8.2850324,,,,08:00-24:00
Grande Mundo,37.0807578,-8.2819961,,,,
Margem Sul,37.0806980,-8.2826215,,,,17:30-23:00
A Grelha,39.7537988,-8.8138989,,,,
Xing Ge,39.7529163,-8.8125792,,,,
TsingTao,39.7563923,-8.8260393,Estrada da Estação,,,
Vila Joya,37.0799630,-8.3137936,,,,
Quo Vadis,37.0792422,-8.3000412,,,,
A Grelha do Ti Manel,37.0856377,-8.3091075,,,,
Mr. Singh,37.0865147,-8.3092081,,,,
Karahi,37.0926957,-8.3102942,,,,
O Girissol,37.0934486,-8.3102322,,,,
Churrasqueira O Ribeirinho,37.1279680,-8.3119992,E. N. 125  - Cortelhas,,,
O Marmeleiro,37.1065446,-8.2795781,,,,
Grade,37.1272748,-8.3011538,,,,
O Alfredo,37.1272643,-8.3008296,,,,
O Churrasco,37.1276079,-8.3010805,,,,
O Carlinhos,37.1276140,-8.3008075,,,,
O Aurélio,37.1270681,-8.2950982,,,,
O Marreiro,37.1272060,-8.2937263,,,,
The Brasserie,37.0814398,-8.2986378,,,,Th-Mo 17:00-22:00
Jompra,37.0825915,-8.2972619,,,,
Alimentare,37.0832772,-8.2968602,,,,
Praia Grande,37.0755989,-8.2831444,,,,12:00-24:00
O País,37.0849923,-8.2662156,,,,
,39.7342457,-8.7038120,,,,
Boulevard,37.0833329,-8.2891197,,,,
Sunshine,37.0833683,-8.2847462,,,,
Solar Das Oliveiras,37.0874712,-8.2920818,,,,18:00-24:00
Luau,37.0865257,-8.2778074,,,,Mo-Sa 12:00-24:00
Salgadosmar,37.0960748,-8.3190283,,,,
Salgados Diner,37.0988246,-8.3168780,,,,10:00-02:30
Museu dos Salgados,37.0989336,-8.3171986,,,,
Prima Pasta,37.0986750,-8.3164585,,,,
Cabanitas,37.0966170,-8.3096183,,,,
Casa Da Carne,37.0940904,-8.3033043,,,,
O Barco,37.0898572,-8.2945583,,,,
Quinta da Saudade,37.1065904,-8.3242968,,,,
Atlântico,37.1266229,-8.3003181,,,,
Palladium,37.1250120,-8.2995261,Rua das Escolas,,,
Casa Bitoque,37.1260760,-8.2993766,,,,
Ramires,37.1263496,-8.2992640,,,,
Ideal,37.1263331,-8.2989981,,,,
Restaurante Ponte do Freixo,41.1586211,-8.5573734,Rua São Miguel,,,
Alsafir,37.6361512,-7.6644439,,,,
Migas,37.6385982,-7.6627559,,,,
O Louis,37.2355745,-8.1777357,,,,
Florestal,37.1397292,-8.7848794,,,,
Taj Mahal,32.6427571,-16.9210696,,,,
Da Donato,37.1144960,-8.4830165,,,,
Rei das Praias (Caneiros),37.1052106,-8.5132951,Ferragudo,,,Mo-Su 09:00-23:00
Princesa de Neudel,38.7434740,-9.2223751,,,,
Zero53,41.5578952,-8.3982722,Rua Nova de Santa Cruz,,,
Colina do Sol,38.7172484,-9.3319106,Rua Sebastião da Gama,,,
Varandas do Cávado,41.5403769,-8.7865659,,,,
Carioca,41.5449946,-8.7861013,,,,
Borga,39.4173419,-9.1685907,Estrada da Foz (EN360),,,
Adega Ti Artur,39.3645567,-8.9445895,Estrada das Marinhas de Sal,,,
Safari,39.4230399,-8.9158334,,,,
,39.5721437,-8.5990794,,,,
Churrasquerira O Isidro,39.5720033,-8.6010282,,,,
Solero,39.5731816,-8.6046522,,,,
Restaurante Zé Calha,39.3830841,-7.3832937,,,,
Jardim do Flores,32.6482608,-16.9117841,,,,
Restaurante dos Combatentes,32.6484338,-16.9112181,Rua de São Francisco,+351 291 221388,,"Mo-Sa 11:45-15:30, 18:00-22:30"
Café Funchal,32.6478505,-16.9085588,Rua Dr. António José de Almeida,,,
Ponto Final,41.2938404,-8.4682340,,,,
Caraíbas,41.3140600,-8.4696258,,,,
il boccone,39.3565429,-9.3786218,Avenida do Mar,,,
Restaurante Marisquería Oceanário,39.3537904,-9.3793661,Avenida do Mar,,,
Restaurante Canhoto II,39.3549104,-9.3789458,Avenida do Mar,,,
Restaurante O Marinheiro,39.3555404,-9.3787231,Avenida do Mar,,,
O Lampião,40.5664656,-8.5294710,,,,
Pizzaria Stadium,40.5663316,-8.5294545,Rua da Escola,,,
Restaurante Milho Rei,41.6271756,-8.3672014,,,,
Univegetariano,41.5573688,-8.3995981,Rua Nova de Santa Cruz,,,
O Beirão,41.5626595,-8.3928960,,,,
Speedy,41.5628021,-8.3925994,,,,
Restaurante S.Francisco,41.5933430,-8.4318912,,,,
Segredos,41.5823121,-8.4284980,Avenida do Cávado,,,
O Barril,40.6397170,-8.6545540,,,,
O Adriano,40.6396464,-8.6548664,,,,
Adega do Evaristo,40.6398992,-8.6543169,Rua 31 de Janeiro,,,
100 Sabores,38.7531901,-9.2861240,,,,
Manjuba,38.7525001,-9.2843063,,,,
Dona Elvira,40.1908772,-8.4016594,,,,
Napolitano,40.1942850,-8.4024301,,,,
Sol do Mondego,40.1831261,-8.4079876,Rua Paul Harris,,,Mo-Sa 10:00-23:00; Su 11:00-15:30
Arcadas Restaurante,40.1983414,-8.4338425,Rua António Augusto Gonçalves,,,
A Tasquinha,38.6862259,-9.3288782,,,,
La Siesta,38.6956797,-9.2300616,,,,
Prazeres da Carne,40.1955081,-8.4311542,,,,"Mo-Th 10:30-15:30,18:00-0:00;Fr-Sa 10:30-15:30,18:00-1:00;Su 10:30-15:30,18:00-23:00"
Take Eat Home,40.2060148,-8.4018533,Rua Infanta Dona Maria,,,
Farinha de Milho,40.2684316,-8.5158003,,,,
Restaurante Churrasqueira da Várzea,40.1954140,-8.4309931,,,,
Churrasqueira da Várzea,40.2520045,-8.4301150,,,,08:30-22:00
,38.7264536,-9.2409805,,,,
Baga-Baga,38.7267215,-9.2381266,Rua Antero de Quental,,,
,40.1889179,-8.3998430,,,,
O Alemão,38.0142055,-7.8622019,,,,
Restaurante O Museu,37.7435037,-25.6678123,,,,
Arriba,37.7389976,-25.6702683,,,,
O Roberto,37.7387827,-25.6688382,,,,"Mo, Tu, Th, Fr, Su 12:00-15:00, 18:30-22:00; We 18:30-22:00"
Mercado do Peixe,37.7397329,-25.6671109,Avenida Infante Dom Henrique,,,
Solar do Bitoque,38.8232978,-9.3526650,,,,
Stage Restaurant,37.7396555,-25.6635004,Portas do Mar,+351 296 284 231,https://www.grupoanjos.pt/en/places/stage-restaurant/,Mo-Su 12:00-24:00
Boca de Cena,37.7416952,-25.6652719,,,,"Mo-Sa 12:00-15:00, 19:00-23:00"
Super Prato,37.7434083,-25.6670422,,,,
O Belga,38.0083374,-7.8557646,,,,
Shari Sushi Bar,40.1946942,-8.4104763,Avenida Mendes Silva,,,"Tu-Su 12:00-15:00,19:00-23:00"
Restaurante Caldeiras,37.7978311,-25.4876326,,,,Tu-Su 10:00-01:00
,37.7407023,-25.6662852,,,,
Adega da Marina,37.1061758,-8.6744323,,,,
Pulo do Lobo,38.0100284,-7.8624650,Praceta Rainha Dona Leonor,,,
Jardim do Parque,39.8286279,-7.4906727,,,,
Jardim,39.8260402,-7.4915702,,,,
Tem Avondo,38.0137721,-7.8615277,,,,
Casa Boémia,41.0071372,-8.6446259,,,,
Café Barcarola,41.1668988,-8.5942605,,,,
Ilha do Peixe,38.0086289,-7.8593468,,,,
Restaurante Típico do Mezio,40.9796891,-7.8866874,,,,
Café Inglês,37.1901344,-8.4380358,Rua do Castelo,,,
Restaurante Pizzeria S. Martino,41.0796194,-8.6567379,Alameda da Republica,,,Mo-Su 12:00-23:00
Casa de Pasto Justiniano,32.8095326,-17.1150513,,+351 291 854559,,We-Mo 10:00-20:00
Brasão,40.3587815,-7.3491409,,,,
L'Italiano,38.5696631,-7.9124261,Rua dos Mercadores,,,
O Futuro,38.0186269,-7.8667267,,,,
Hotel Camões,37.7408411,-25.6651824,Largo de Camões,,,
A Muralha,38.0158570,-7.8670391,Rua de Lisboa,,,Mo-Sa 12:00-22:00; Su 15:00-19:00
Rotunda,38.7066144,-8.9276442,,,,
Adega do Mocho,38.7066874,-8.9284055,,,,
Varanda do Sol,41.1516948,-8.6775310,,,,
Belmondo,37.0982109,-8.3852608,,,,
Eira do Mel,37.0833924,-8.9139530,,,,
Solar do Perceve,37.0829996,-8.9100080,Rua Comandante Matoso,,,"Mo,Th-Su 12:00-22:00; Tu 12:00-15:00,19:00-22:00"
"Snackbar ""O Comercial""",37.7409774,-25.6694445,,,,
Quinta das Grotas,39.0564818,-28.0383242,,,,
O Pinto,39.8254020,-8.7240589,,,,
Estrela Azul,39.8415856,-8.7054525,,,,
,38.7425743,-9.1692940,,,,
,38.7436680,-9.1684941,,,,
,38.7433432,-9.1691202,,,,
Pizzasdozoo,38.7434222,-9.1699531,,,,
Apolo 80,39.0847506,-28.0051785,Rua Dom João IV,,,
Hao Hua,38.7594964,-9.1533574,Avenida Marechal Craveiro Lopes,,,Mo-Su 12:00-23:00
,38.7422266,-9.1454154,,,,
Rubro,38.7422935,-9.1455656,,,,
,38.7421638,-9.1452330,,,,
,38.0134834,-7.8654964,,,,
,38.0151233,-7.8651090,,,,
JCCC Bar,38.0155754,-7.8649352,,,,
O Gavina,41.3508265,-8.7429907,,,,
Costa Verde,41.3535317,-8.7466655,,,,
,38.7242673,-9.4248683,,,,
João Aires,38.7322875,-9.4099211,,,,
Traquitanas,38.7325597,-9.4100043,Rua de Cascais,,,"Mo-We, Fr-Su 08:00-16:00, 18:00-23:00"
Casa Victor,38.7326067,-9.4105008,,,,
Ponto Verde,38.7319320,-9.4091674,,,,
A Petisqueira,38.7334469,-9.4119451,,,,
A Fonte,38.7319906,-9.4087168,,,,
,38.3794419,-8.7842924,,,,
A Ângulo,41.0040794,-8.6438284,,,,
Maragato,40.9993849,-8.6442667,,,,
Americo,41.0004910,-8.6456222,,,,
O Farol,38.6879843,-9.1484302,,,,
Lagoa ó Mar,38.1141006,-8.7978466,,,,
Ribeira do Poço,37.0828762,-8.9119176,,,,
Restaurante Praia Grande,37.1179588,-8.5216661,,,,
A Bica,32.6490131,-16.9035720,Rua do Hospital Velho,,,
La Pasta,32.6476883,-16.9058306,Largo da Praça,,,
Ripolim,41.0084054,-8.6365904,Rua 19,,,08:00-01:00
Portão,32.6474440,-16.8996400,,,,
O Jango,32.6478544,-16.9008625,,,,
O Alho,38.7364255,-9.3681085,,,,
Coral Restaurante,32.6485568,-16.9782498,,,,
A Camponesa,37.3346337,-7.4905049,,,,
O Forno,37.1146525,-7.6685488,,,,
Casa Merca,37.3325830,-7.4870919,,,,
Chic Zé,37.0916127,-7.7050784,,,,
Pontense,37.0319925,-7.9491100,,,,
Bom Petisco,38.7434208,-9.4356519,,,,
Este-Oeste,38.6951273,-9.2074335,Praça do Império,,,Mo-Su 10:00-23:00
O Típico,40.5761490,-8.4430230,Rua Doutor Manuel Alegre,,,
Montanha,32.6464619,-16.8726252,,,,
Fusion Sushi,40.5722048,-8.4474373,Praça da República,,,
A Latada,32.8635116,-17.1761602,,,,
O Regedor,32.6809703,-16.8464506,,,,
,39.6370674,-8.6734000,,,,
Charbonada,39.6372603,-8.6751963,Rua São Francisco de Assis,,,
A taberna,39.6339773,-8.6693660,Rua dos Monfortinos,,,
Tico TIco,38.7544071,-9.1389815,,,,
Edmundo,38.7503753,-9.1973258,,,,
Chico de Stº Amaro,39.6430584,-8.6126154,,,,
Rodízio Boi Preto,39.6434880,-8.6163705,,,,
Centro do Ouro,32.8088942,-17.0553015,,,,
Ponte Vermelha,32.6794083,-17.0573847,,,,
Laurisilva,32.8007938,-17.1159206,,,,
Take-away Armando's,32.8581035,-17.1799653,,,,
O Colmo,32.8043740,-16.8812491,,,,
Trigal,32.6487113,-16.9134000,Rua dos Aranhas,+291 225736,,"Mo-Su,PH 10:00-23:00"
O Manel,40.5948674,-8.4483361,,,,
Portas Do Sol,40.6369807,-7.9288540,,,,
Akvavit,37.0779739,-8.1220522,,,,
,32.6489399,-16.9758408,,,,
Pizzaria BiancoNero,38.7437580,-9.2227050,,,,
O Regional,39.1811833,-9.1858616,,,,
O Barbosa,38.7176146,-9.2645434,,,,
Adega da Casa de Monte Pedral,38.1655471,-7.8902695,,,,
Restaurante Típico Lucas,38.1652215,-7.8881516,,,,
Os Fialhos,37.0719139,-7.7167213,,,,"Tu-Su 12:00-15:00,19:00-22:00"
A Rival - Rei do Leitão,41.6285956,-8.3626556,,,,
Maria Severa,38.5716896,-7.9109985,,,,
A Curva,38.5905770,-7.9097352,,,,
Lourenço,37.0769032,-8.3095290,,,,
Berlim,37.1152301,-8.6526152,,,,
Palmeira,37.1156705,-8.6514492,,,,
Boavista,37.9499503,-7.2999808,,,,
Engenho Velho,32.7145703,-17.1545369,,,,
Grill 2000,41.6041585,-8.4683727,,,,
Pôr do Sol,37.1180382,-8.6453498,,,,
Cantinho do Cais,37.8206709,-25.4133146,Rua do Ramal,,,
Emigrante,37.8181216,-25.4151984,,,,
Churrascaria Martinho,40.6050926,-8.3854598,,,,
O Transmontano,40.6049360,-8.3875036,,,,
A Lampreia,40.3490923,-8.1710940,,,,
,40.3491442,-8.1731540,,,,
Sobe e Desce,40.5673219,-8.4003621,,,,
O Tonel,40.5722120,-8.4486194,,,,
,40.5423437,-8.4240589,,,,
O Florindo,40.6021584,-8.5146484,,,,
Restaurante Taínha,41.0467089,-8.5655571,,,,
Restaurante 5 Amigos,41.0427036,-8.5634972,,,,
Restaurante Conde,41.0324131,-8.5972662,,,,
Restaurante O Souto,41.0296209,-8.5959895,,,,
Restaurante ROMI,40.5945427,-8.4957074,,,,
Celeiro da Vila,41.7664363,-8.5841907,Largo Dr António de Magalhães,,,
D. Dinis,40.1725777,-8.6842162,Praça da República,,,
A Grelha,40.1733032,-8.6833273,,,,
O Mosteiro,40.1716103,-8.6814819,Avenida José Nápoles,,,
A Moagem,40.1700527,-8.6872808,,,,
Floripes,40.1724526,-8.6838771,Avenida José Nápoles,,,
Empreendimento Hoteleiro Cadeia Velha,40.1715365,-8.6868141,,,,
Refúgio do Paúl,40.2024362,-8.6378343,Estrada Nacional 111,,,Mo-Sa 08:00-18:00
Sítio Certo,40.2106465,-8.6189563,,,,
O Paraíso,40.2185854,-8.6531014,,,,
Pizaria Suprema,40.5754185,-8.4472337,Rua Doutor Adolfo Portela,,,
O Ribeirinho,40.5717587,-8.4457733,Rua Vasco da Gama,,,
Prego,41.7604112,-8.5821207,,,,
River View,41.7658061,-8.5864464,Avenida dos Plátanos,,,Mo-Su 09:00-24:00
Encanada,41.7667474,-8.5854027,,,,
Sabores do Lima,41.7668987,-8.5850521,Largo Doutor António Magalhães,+351 258 931121,,
O Peleiro,40.0674827,-8.8076047,,,,
Restaurante Elísio,40.0696420,-8.8074116,Rua Figueira da Foz,,,
Dom Castro,41.3080355,-7.1581936,,,,"12:00-14:30, 19:00-21:30"
ArtClub,40.8400620,-8.4776554,,,,
Feitoria dos Sentidos,40.8402947,-8.4752383,,,,
Menina do Rio,38.7565043,-9.1397321,,,,
Venda Nova 25,40.5751921,-8.4471881,Rua Doutor Adolfo Portela,,,
O Galaró,38.5105541,-9.0295038,,,,
ConFrade,41.7664637,-8.5857863,,,,
Café São Lourenço,38.5196014,-9.0142393,,,,
Margem do Tejo,38.7729396,-9.0997857,,,,
100 Maneiras,38.7146586,-9.1448577,,,,
Adega do Teixeira,38.7147816,-9.1449251,,,,
1º de Maio,38.7109793,-9.1448629,Rua de Atalaia,,,
6º Parágrafo,37.0849930,-8.2660697,,,,
O Penedo,37.0853964,-8.2558963,,,,Mo-Sa 11:00-22:00; Su off
T'Idalina,39.5104911,-8.4889234,,,,
Sem Duvida,38.7396473,-9.1428708,,,,
Restaurante Bagoeira,41.5315475,-8.6168459,,,,
Restaurante Muralha,41.5307685,-8.6190103,,,,
Pizzeria Maria,38.7344993,-9.1552398,Avenida Ressano Garcia,,,
Cervejaria Pérola,41.5345750,-8.6169604,,,,
Faisão Azul,38.7443705,-9.1736602,Rua Padre Francisco Álvares,,,Mo-Sa 08:00-24:00
