name,@lat,@lon,addr:street,contact:phone,contact:website,opening_hours
Romano's Macaroni Grill,28.5525215,-81.2041248,,,,
Smokey Bones,28.5509900,-81.2032549,,,,
Wing House,28.5037060,-81.4580425,Kirkman Road,,,
Ruby Tuesday,28.5033228,-81.4580286,,,,
Denny's,28.5028071,-81.4580216,,,,
Spaghetti Warehouse,27.9614841,-82.4452048,,,,
Jackson's Bistro,27.9388720,-82.4547860,,,,
El Puerto Argentinean Grill,27.9586770,-82.4405852,,,,
La Terrazza Restaurant,27.9600832,-82.4396821,E 7th Ave,,,
Planet Smoothie,28.0564812,-82.4268232,Bruce B Downs Blvd,,,
Cafe Alfresco,28.0120547,-82.7889196,Main Street,,,Mo-Th 11:00-20:00; Fr 11:00-22:00; Sa 09:00-22:00; Su 09:00-20:00
Chic a Boom Room,28.0119060,-82.7893510,Main St,,,
The Black Pearl,28.0119233,-82.7894226,,,,
The Country Club of Florida,26.5043560,-80.1033060,,,,
Margarita's Mexican Restaurant,27.9272350,-82.4534624,East Davis Boulevard,+1 (813) 251-0558,www.margaritasmexicanrestaurant.com/,Su-Th 10:00-22:00; Fr-Sa 10:00-23:00
Hooters,28.5470267,-81.2190536,,,,
Rick's on the River,27.9629707,-82.4737902,North Willow Avenue,,,
Mise en Place,27.9447757,-82.4651799,West Kennedy Boulevard,,,
Spain Restaurant & Toma Bar,27.9485920,-82.4591121,North Tampa Street,,,Mo 08:00-15:00;Tu-Fr 08:00-21:00;Sa 16:00-22:00
Pizza Hut,27.9413728,-82.4664184,W Platt St,,https://locations.pizzahut.com/fl/tampa/614-w-platt-st,
Carrabba's Italian Grill,28.0533523,-82.3943127,,,,
"Boca - Kitchen, Bar and Restaurant",27.9419490,-82.4688290,West Platt Street,,,11:00-23:00
Timpano Italian Chop House,27.9370848,-82.4760998,W Swann Av Prkg,,,
Forbici,27.9358529,-82.4765011,W Snow Ave,,,
Saint Barts Island House,27.9277596,-82.4829814,,,,
Bernini's,27.9603819,-82.4403506,East 7th Avenue,,,Tu-Th 11:30-22:00; Fr-Sa 11:30-23:00; Su 11:00-21:00
Green Iguana Bar & Grill,27.9605305,-82.4399653,,,,
Cilantro,28.0489804,-82.3928436,,,,
Acropolis,28.0834825,-82.4117189,,,,
Mr. Dunderbak's,28.0831574,-82.4120232,,,,
,28.6590612,-82.2774381,,,,
Dio Modern Mediterranean,27.9490784,-82.4583802,North Franklin Street,,,
Bamboozle,27.9485797,-82.4594444,North Tampa Street,,,
Gold Ring,27.9665927,-82.4611830,,,,
The Grass Root,27.9671732,-82.4596695,N Florida Ave,,,
Tony's Ybor Restaurant,27.9619617,-82.4345941,,,,
BURGER AND PANCAKE HOUSE,27.5282246,-82.5732528,8th Avenue West,,,Mo-Su 07:00-20:00
Woody's River Roo Pub & Grill,27.5289333,-82.5056426,18th Avenue Southeast,,,
Chili's,28.1317461,-82.3634530,,,,
El Paraiso Cafe,27.9604410,-82.4116960,,,,
Chicken House Cafe,27.9702052,-82.4137653,,,,
WIse Guys Pizzeria,29.2240015,-82.1013405,Northeast 35th Street,,,
Shanghai's Chinese Takeout,29.2235446,-82.0996668,,,,
5 Star Pizza,29.2112292,-82.1025250,,,,
Pizza Factory,29.2055580,-82.1035035,,,,
Wing House,28.5939528,-81.3064189,,,,
Ichiban Chinese & Japanese Buffet,28.8235894,-81.7866797,US 441 (FL),,,Mo-Su 11:00-21:30
